review,rating,tanggal,sentimen,review_clean,text_final
"1. Tidak ada opsi untuk mematikan video. 2. Kalau lagi Search sering tiba2 diarahkan ke produk tertentu dan layar search saya langsung bubar (harus cari/ketik ulang). Kalau lagi bete karena dua hal diatas, biasanya langsung tutup aplikasi dan pindah ke marketplace lain.",3,2026-04-15 00:53:00,Netral,tidak ada opsi untuk mematikan video kalau lagi search sering tiba diarahkan ke produk tertentu dan layar search saya langsung bubar harus cari ketik ulang kalau lagi bete karena dua hal diatas biasanya langsung tutup aplikasi dan pindah ke marketplace lain,opsi mati video search sering tiba arah produk tentu layar search langsung bubar cari ketik ulang bete atas biasa langsung tutup pindah marketplace lain
"ak suka bgt klo shoping di shopee karena selalu ,mengutamakan kepuasan bgi customer,dan ga pernah ngecewain,bahkan pengembalian dana secepat itu ,bener2 kepuasan pembeli diutamakan,penjual 2 yg nakal or tipu2 nga bakal bisa di shopee the best lah pokoe no1 in my heart",5,2026-04-15 00:52:36,Positif,ak suka bgt klo shoping di shopee karena selalu mengutamakan kepuasan bgi customer dan ga pernah ngecewain bahkan pengembalian dana secepat itu bener kepuasan pembeli diutamakan penjual yg nakal or tipu nga bakal bisa di shopee the best lah pokoe no in my heart,suka banget klo shoping utama puas bgi customer ngecewain bahkan kembali dana cepat benar puas beli utama jual nakal or tipu nga bakal the best pokoe no in my heart
bagus,5,2026-04-15 00:50:41,Positif,bagus,bagus
"pesanan saya kok dikembalikan, apk 💩 mending Tokopedia",1,2026-04-15 00:45:05,Negatif,pesanan saya kok dikembalikan apk mending tokopedia,pesan kok kembali apk mending tokopedia
puas aj si,5,2026-04-15 00:42:18,Positif,puas aj si,puas aj si
shopee sangat penting untuk belanja online,5,2026-04-15 00:41:37,Positif,shopee sangat penting untuk belanja online,penting belanja online
recomended pertahankan,5,2026-04-15 00:33:57,Positif,recomended pertahankan,recomended tahan
tolong perbaiki sering loading,4,2026-04-15 00:32:48,Positif,tolong perbaiki sering loading,tolong baik sering loading
ok,5,2026-04-15 00:32:39,Positif,ok,ok
"Bagus , semoga pihak Shopee lebih tambah gercep utk pengiriman barangnya.",5,2026-04-15 00:31:51,Positif,bagus semoga pihak shopee lebih tambah gercep utk pengiriman barangnya,bagus moga pihak tambah gercep kirim barang
realpict barang2 nya,5,2026-04-15 00:26:45,Positif,realpict barang nya,realpict barang nya
"ya, aplikasi buat belanja, banyak promo, pokonya aplikasi nya baguss. dan juga kadang ada event menarik dan games yang nantinya bisa ditukar sama koin shopee atau voucher promo.",5,2026-04-15 00:22:53,Positif,ya aplikasi buat belanja banyak promo pokonya aplikasi nya baguss dan juga kadang ada event menarik dan games yang nantinya bisa ditukar sama koin shopee atau voucher promo,ya belanja banyak promo poko nya baguss kadang event tarik games nanti tukar koin voucher promo
"Bagus banget Pokonya... saya suka, saya suka.. memudahkan berbelanja barang hingga barang yang sulit dicari, tapi disini tersedia.",5,2026-04-15 00:22:05,Positif,bagus banget pokonya saya suka saya suka memudahkan berbelanja barang hingga barang yang sulit dicari tapi disini tersedia,bagus poko suka suka mudah belanja barang hingga barang sulit cari sini sedia
mantap,5,2026-04-15 00:21:29,Positif,mantap,bagus
Shoopee bagong.. tidak bisa menjinak kan pelanggan sangat Babi,1,2026-04-15 00:19:47,Negatif,shoopee bagong tidak bisa menjinak kan pelanggan sangat babi,shoopee bagong jinak kan langgan babi
"Udah ga ada gratis ongkir lagi skrng mah,",5,2026-04-15 00:19:46,Positif,udah ga ada gratis ongkir lagi skrng mah,gratis ongkir skrng mah
mantap belanja di shopee sangat memuaskan,5,2026-04-15 00:15:45,Positif,mantap belanja di shopee sangat memuaskan,bagus belanja muas
Selamat Pagi Aplikasi Shopee Indonesia 🙏 Telah Membantu Kemudahan Untuk Belanja Setiap Pengguna 🙏 Sukses Selalu Indonesia Lebih Maju 🙏❤🇲🇨,5,2026-04-15 00:14:24,Positif,selamat pagi aplikasi shopee indonesia telah membantu kemudahan untuk belanja setiap pengguna sukses selalu indonesia lebih maju,selamat pagi indonesia telah bantu mudah belanja tiap guna sukses indonesia maju
oke bgt,5,2026-04-15 00:13:28,Positif,oke bgt,oke banget
"shopee apk plerr, knp sih setiap buka website apapun pasti muncul si shopee kintil ini",1,2026-04-15 00:05:03,Negatif,shopee apk plerr knp sih setiap buka website apapun pasti muncul si shopee kintil ini,apk plerr sih tiap buka website apa pasti muncul si kintil
untuk saat ini saya belum ketemu kendala yg kurang memuaskan .semoga Seperi ini terus,5,2026-04-15 00:02:41,Positif,untuk saat ini saya belum ketemu kendala yg kurang memuaskan semoga seperi ini terus,ketemu kendala kurang muas moga per terus
sangat baik dan membantu.meski Kadang ngeselin 🫰,5,2026-04-15 00:00:41,Positif,sangat baik dan membantu meski kadang ngeselin,baik bantu meski kadang ngeselin
shopee sangat memuaskan,5,2026-04-14 23:58:27,Positif,shopee sangat memuaskan,muas
bagus,5,2026-04-14 23:58:25,Positif,bagus,bagus
sangat membantu untuk belanja dgn mudah.,5,2026-04-14 23:56:59,Positif,sangat membantu untuk belanja dgn mudah,bantu belanja mudah
sophee keren,5,2026-04-14 23:54:50,Positif,sophee keren,sophee bagus
pesanan nya cepat dan barang nya bagus,5,2026-04-14 23:48:49,Positif,pesanan nya cepat dan barang nya bagus,pesan nya cepat barang nya bagus
bagus banget apa aja ada semua di shopee dan sangat membantu,5,2026-04-14 23:48:16,Positif,bagus banget apa aja ada semua di shopee dan sangat membantu,bagus semua bantu
Terimakasih banyak sangat bermanfaat 🫰🥰🥰,5,2026-04-14 23:46:07,Positif,terimakasih banyak sangat bermanfaat,terimakasih banyak manfaat
barang lengkap&dikemas rapi. Sukses.,5,2026-04-14 23:43:26,Positif,barang lengkap dikemas rapi sukses,barang lengkap kemas rapi sukses
sangat bagus,5,2026-04-14 23:40:00,Positif,sangat bagus,bagus
"sangat kecewa udah 3 kali pakai spinjam nya, yg ke 3 nya kurang 4x pembayaran saya lunasi karna mau ambil lagi lg butuh duit kali. tapi setelah di lunasi malah gak bisa minjam lagi. sedang kan bayar ku slalu lancar. kadang kurang 2x pembayaran udah ku lunasi",1,2026-04-14 23:39:14,Negatif,sangat kecewa udah kali pakai spinjam nya yg ke nya kurang x pembayaran saya lunasi karna mau ambil lagi lg butuh duit kali tapi setelah di lunasi malah gak bisa minjam lagi sedang kan bayar ku slalu lancar kadang kurang x pembayaran udah ku lunasi,kecewa kali pakai spinjam nya nya kurang bayar lunas ingin ambil butuh duit kali telah lunas malah minjam sedang kan bayar ku slalu lancar kadang kurang bayar ku lunas
mantap...,5,2026-04-14 23:35:28,Positif,mantap,bagus
baik,5,2026-04-14 23:31:10,Positif,baik,baik
pengiriman lama sampe berhari hari. estimasi pengiriman ga sesuai berubah setiap harinya begitu terus sampe sebulan mau balik dana jadi terkendala estimasi pengiriman.padahal jarak deket,1,2026-04-14 23:30:22,Negatif,pengiriman lama sampe berhari hari estimasi pengiriman ga sesuai berubah setiap harinya begitu terus sampe sebulan mau balik dana jadi terkendala estimasi pengiriman padahal jarak deket,kirim lama sampai hari hari estimasi kirim sesuai ubah tiap hari begitu terus sampai bulan ingin balik dana jadi kendala estimasi kirim padahal jarak deket
boleh la,5,2026-04-14 23:30:00,Positif,boleh la,boleh la
banyak pilihan dan murah,5,2026-04-14 23:29:48,Positif,banyak pilihan dan murah,banyak pilih murah
Lambattt,1,2026-04-14 23:28:27,Negatif,lambattt,lambattt
ok,5,2026-04-14 23:26:41,Positif,ok,ok
baguss aku suka pisan,5,2026-04-14 23:22:48,Positif,baguss aku suka pisan,baguss aku suka pis
ada apa dengan Shopee akhir akhir ini aket saya lebih dari 5 kali barang nya stuck dan juga hing pengiriman selalu melewati batas waktu estimasi,1,2026-04-14 23:21:48,Negatif,ada apa dengan shopee akhir akhir ini aket saya lebih dari kali barang nya stuck dan juga hing pengiriman selalu melewati batas waktu estimasi,akhir akhir aket kali barang nya stuck hing kirim lewat batas waktu estimasi
"Min sdah 4 kali sy bolak balik shopee tda bisa masuk, pesanan sy segera tiba trus shopee gak bisa masuk akun google atau lainnya",3,2026-04-14 23:18:15,Netral,min sdah kali sy bolak balik shopee tda bisa masuk pesanan sy segera tiba trus shopee gak bisa masuk akun google atau lainnya,min sdah kali bolak balik tda masuk pesan segera tiba trus masuk akun lain
Mau pengembalian barang dan dana malah gak di jemput-jemput barangnya sampai waktu tunggu habis. Difollow up bolak-balik lewat CS gak ada hasil. INI CERITANYA SAYA DIPAKSA MENERIMA BARANG YANG TIDAK SESUAI APA BAGAIMANA?????,1,2026-04-14 23:10:51,Negatif,mau pengembalian barang dan dana malah gak di jemput jemput barangnya sampai waktu tunggu habis difollow up bolak balik lewat cs gak ada hasil ini ceritanya saya dipaksa menerima barang yang tidak sesuai apa bagaimana,ingin kembali barang dana malah jemput jemput barang sampai waktu tunggu habis difollow up bolak balik lewat cs hasil cerita paksa terima barang sesuai
Selalu tepat waktu dan kurirnya baik2,5,2026-04-14 23:10:17,Positif,selalu tepat waktu dan kurirnya baik,tepat waktu kurir baik
"selalu membela penjual,barang rusak tidak layak pakai,kita pembeli tidak bisa mengajukan pengembalian,saat mengajukan selalu di tolak,padahal bukti sudah jelas,buat kalian,gak usah deh beli di sini lagi,biar tutup sekalian ini aplikasi,sangat merugikan pembeli.",1,2026-04-14 23:10:15,Negatif,selalu membela penjual barang rusak tidak layak pakai kita pembeli tidak bisa mengajukan pengembalian saat mengajukan selalu di tolak padahal bukti sudah jelas buat kalian gak usah deh beli di sini lagi biar tutup sekalian ini aplikasi sangat merugikan pembeli,bela jual barang rusak layak pakai beli aju kembali aju tolak padahal bukti jelas kalian usah deh beli biar tutup sekali rugi beli
"kalau bisa, shopee food nya bisa pembayaran Qris soalnya jarang top up shopee seabank,mohon di update lagi min plisss..😅🙏",5,2026-04-14 23:08:52,Positif,kalau bisa shopee food nya bisa pembayaran qris soalnya jarang top up shopee seabank mohon di update lagi min plisss,food nya bayar qris soal jarang top up seabank mohon update min plisss
bagus,5,2026-04-14 23:08:29,Positif,bagus,bagus
mantap,5,2026-04-14 23:07:44,Positif,mantap,bagus
sangat membantu,1,2026-04-14 23:07:10,Negatif,sangat membantu,bantu
jangan mau belanja online di Shopee banyak toko sampah yang menipu dan di kirim barang palsu barang juga tidak bisa di lakukan pengembalian sangat mengecewakan mending cari online shop yang lain,1,2026-04-14 23:05:11,Negatif,jangan mau belanja online di shopee banyak toko sampah yang menipu dan di kirim barang palsu barang juga tidak bisa di lakukan pengembalian sangat mengecewakan mending cari online shop yang lain,jangan ingin belanja online banyak toko sampah tipu kirim barang palsu barang laku kembali kecewa mending cari online shop lain
bagus,5,2026-04-14 23:03:50,Positif,bagus,bagus
bagus,5,2026-04-14 23:03:28,Positif,bagus,bagus
harga barang stabil,5,2026-04-14 22:57:27,Positif,harga barang stabil,harga barang stabil
Sangat membantu,5,2026-04-14 22:56:33,Positif,sangat membantu,bantu
baik,5,2026-04-14 22:49:24,Positif,baik,baik
"jangn apa apa iklan ke kau ya, buka wp ke kau teruz",1,2026-04-14 22:46:32,Negatif,jangn apa apa iklan ke kau ya buka wp ke kau teruz,jangn iklan kau ya buka wp kau teruz
ok,5,2026-04-14 22:46:08,Positif,ok,ok
Keren banget,5,2026-04-14 22:41:10,Positif,keren banget,bagus
terdepan dunia online,5,2026-04-14 22:39:51,Positif,terdepan dunia online,depan dunia online
"pengiriman dari batam ke bintan tanjung uban yang hanya seberang pulau tidak bisa tidak ada opsi pengiriman tersedia, tokopedia saja bisa lewat pos Indonesia 👎🏻",1,2026-04-14 22:39:05,Negatif,pengiriman dari batam ke bintan tanjung uban yang hanya seberang pulau tidak bisa tidak ada opsi pengiriman tersedia tokopedia saja bisa lewat pos indonesia,kirim batam bintan tanjung uban hanya seberang pulau opsi kirim sedia tokopedia lewat pos indonesia
banyak iklan mooonyeet,1,2026-04-14 22:38:44,Negatif,banyak iklan mooonyeet,banyak iklan mooonyeet
good,5,2026-04-14 22:34:43,Positif,good,good
kereb,5,2026-04-14 22:32:56,Positif,kereb,kereb
aplikasi Shopee yang gampang untuk kita semua dalam berbelanja,5,2026-04-14 22:30:57,Positif,aplikasi shopee yang gampang untuk kita semua dalam berbelanja,gampang semua belanja
memudahkan saya untuk berbelanja sesuatu yang saya butuhkan,5,2026-04-14 22:29:04,Positif,memudahkan saya untuk berbelanja sesuatu yang saya butuhkan,mudah belanja sesuatu butuh
terlalu banyak pop up muncul dan yang ngeselinya lagi tanda x untuk close lama banget ditekan.,1,2026-04-14 22:24:45,Negatif,terlalu banyak pop up muncul dan yang ngeselinya lagi tanda x untuk close lama banget ditekan,terlalu banyak pop up muncul ngeselinya tanda close lama tekan
"saya mengaktifkan spaylater tapi kenapa selalu tidak bisa,selalu keluar tulisannya jaringan bermasalah",5,2026-04-14 22:20:50,Positif,saya mengaktifkan spaylater tapi kenapa selalu tidak bisa selalu keluar tulisannya jaringan bermasalah,aktif spaylater keluar tulis jaring masalah
"Shopee sekarang kenapa lama datang nya,pesanan belum nyampe dari 4 april",2,2026-04-14 22:19:12,Negatif,shopee sekarang kenapa lama datang nya pesanan belum nyampe dari april,sekarang lama datang nya pesan nyampe april
top,5,2026-04-14 22:18:43,Positif,top,top
"Shopee tetap menjadi pemimpin pasar e-commerce di Indonesia, namun jualan di sini tidak lagi bisa sekadar ""pajang foto lalu tinggal."" Penjual dituntut untuk lebih aktif dalam interaksi digital dan sangat teliti dalam manajemen biaya agar tetap kompetitif di tengah ekosistem Shopee yang semakin terintegrasi.",4,2026-04-14 22:16:57,Positif,shopee tetap menjadi pemimpin pasar e commerce di indonesia namun jualan di sini tidak lagi bisa sekadar pajang foto lalu tinggal penjual dituntut untuk lebih aktif dalam interaksi digital dan sangat teliti dalam manajemen biaya agar tetap kompetitif di tengah ekosistem shopee yang semakin terintegrasi,tetap pimpin pasar commerce indonesia jual sekadar pajang foto lalu tinggal jual tuntut aktif interaksi digital teliti manajemen biaya tetap kompetitif tengah ekosistem makin integrasi
"pelayanan SPX nya menurutku kelewatan lamban, pengantaran pesanan barangku sering diundur undur, nggak jelas kenapa. Tiba tiba statusnya balik lagi disortir, padahal sebelumnya udah ada penugasan kurir bua pengantaran. Klaim Voucher keterlambatan juga absurd, masa klaimnya baru bisa setelah beberapa hari setelah keterlambatan barang dikirim. Paket ku padahal udah dibayar lunas, nggak COD. emang sekali ni aja pake Shopee, muak gua",1,2026-04-14 22:14:06,Negatif,pelayanan spx nya menurutku kelewatan lamban pengantaran pesanan barangku sering diundur undur nggak jelas kenapa tiba tiba statusnya balik lagi disortir padahal sebelumnya udah ada penugasan kurir bua pengantaran klaim voucher keterlambatan juga absurd masa klaimnya baru bisa setelah beberapa hari setelah keterlambatan barang dikirim paket ku padahal udah dibayar lunas nggak cod emang sekali ni aja pake shopee muak gua,layan spx nya turut lewat lamban antar pesan barang sering undur undur jelas tiba tiba status balik sortir padahal belum tugas kurir bua antar klaim voucher lambat absurd masa klaim baru telah beberapa hari telah lambat barang kirim paket ku padahal bayar lunas cod memang ni pake muak gua
sangat membantu,5,2026-04-14 22:09:58,Positif,sangat membantu,bantu
bagus,5,2026-04-14 22:01:26,Positif,bagus,bagus
luar biasa,5,2026-04-14 21:56:34,Positif,luar biasa,luar biasa
kenapa ya akun shopee ku bisa COD tapi saat pilih cod disuruh pilih pembayaran lain ..padahal akun baru dan baru gabung VIP,2,2026-04-14 21:51:46,Negatif,kenapa ya akun shopee ku bisa cod tapi saat pilih cod disuruh pilih pembayaran lain padahal akun baru dan baru gabung vip,ya akun ku cod pilih cod suruh pilih bayar lain padahal akun baru baru gabung vip
pengalaman semenjak mengunakan shoppe aku jadi Sukak banget cek out dan banyak foucer diskon dan promo promo lain nya Sukak banget sangat bagus,5,2026-04-14 21:51:14,Positif,pengalaman semenjak mengunakan shoppe aku jadi sukak banget cek out dan banyak foucer diskon dan promo promo lain nya sukak banget sangat bagus,alam semenjak mengunakan shoppe aku jadi sukak cek out banyak foucer diskon promo promo lain nya sukak bagus
apk sangat membantu,5,2026-04-14 21:47:46,Positif,apk sangat membantu,apk bantu
mantap,5,2026-04-14 21:45:47,Positif,mantap,bagus
bagus,5,2026-04-14 21:44:26,Positif,bagus,bagus
pelayanan konsumen cukup baik dan responsif,5,2026-04-14 21:42:22,Positif,pelayanan konsumen cukup baik dan responsif,layan konsumen cukup baik responsif
lebih mudah belanja di shope,5,2026-04-14 21:37:47,Positif,lebih mudah belanja di shope,mudah belanja shope
baik sekali,5,2026-04-14 21:32:47,Positif,baik sekali,baik
good,5,2026-04-14 21:28:02,Positif,good,good
