review_asli,review_clean,review_normalized,rating,label,tanggal
"sejak ada shoope, buat aku yang introvert ini membantu banget sih jadi nggak harus keluar dan ketemu orang banyak buat beli barang, terus harganya murah murah dari pada beli langsung, pengiriman pun cepat sekali selalu ke shoope kalau lagi cari barang 🫰🏻🫰🏻",sejak ada shoope buat aku yang introvert ini membantu banget sih jadi nggak harus keluar dan ketemu orang banyak buat beli barang terus harganya murah murah dari pada beli langsung pengiriman pun cepat sekali selalu ke shoope kalau lagi cari barang,sejak ada shoope untuk aku yang introvert ini membantu banget partikel penegas jadi tidak harus keluar dan ketemu orang banyak untuk beli barang terus harganya murah murah dari pada beli langsung pengiriman pun cepat sekali selalu ke shoope kalau lagi cari barang,5,Positif,2026-04-15 01:08:07
Aplikasinya bagus. Tapi untuk pengirimannya sangat sangat buruk. Sebelum ada jasa pengiriman dari shoppe masih menggunakan jasa pengiriman J&T atau JNE aman aja paling lama 1 minggu nyampe. Sekarang semua di ambil alih oleh shoppe yg akhirnya pengiriman bisa 1 bulan lebih. Bahkan barang bisa di kembalikan ke penjual. Kalau gak mampu jangan menyanggupi untuk menyediakan jasa pengiriman. SERAKAH,aplikasinya bagus tapi untuk pengirimannya sangat sangat buruk sebelum ada jasa pengiriman dari shoppe masih menggunakan jasa pengiriman j t atau jne aman aja paling lama minggu nyampe sekarang semua di ambil alih oleh shoppe yg akhirnya pengiriman bisa bulan lebih bahkan barang bisa di kembalikan ke penjual kalau gak mampu jangan menyanggupi untuk menyediakan jasa pengiriman serakah,aplikasinya bagus tapi untuk pengirimannya sangat sangat buruk sebelum ada jasa pengiriman dari shoppe masih menggunakan jasa pengiriman j t atau jne aman saja paling lama minggu nyampe sekarang semua di ambil alih oleh shoppe yg akhirnya pengiriman bisa bulan lebih bahkan barang bisa di kembalikan ke penjual kalau tidak mampu jangan menyanggupi untuk menyediakan jasa pengiriman serakah,1,Negatif,2026-04-15 01:05:26
banyak barang scam,banyak barang scam,banyak barang scam,3,Netral,2026-04-15 01:02:04
sejauh ini belanja di shopee bagus cuman sebagian masih ada toko nya jual produk gak sesuai dengan pesanan,sejauh ini belanja di shopee bagus cuman sebagian masih ada toko nya jual produk gak sesuai dengan pesanan,sejauh ini belanja di shopee bagus cuman sebagian masih ada toko nya jual produk tidak sesuai dengan pesanan,5,Positif,2026-04-15 00:59:52
pesanan barang bisa terpantau dengan muda,pesanan barang bisa terpantau dengan muda,pesanan barang bisa terpantau dengan muda,5,Positif,2026-04-15 00:58:34
ganggu banget iklannya lagi scroll tiba tiba muncul iklan shoope mana dipaksa masuk apk nya lagi,ganggu banget iklannya lagi scroll tiba tiba muncul iklan shoope mana dipaksa masuk apk nya lagi,ganggu banget iklannya lagi scroll tiba tiba muncul iklan shoope mana dipaksa masuk apk nya lagi,1,Negatif,2026-04-15 00:55:31
aplikasi bagus,aplikasi bagus,aplikasi bagus,5,Positif,2026-04-15 00:54:58
santun,santun,santun,5,Positif,2026-04-15 00:53:04
"1. Tidak ada opsi untuk mematikan video. 2. Kalau lagi Search sering tiba2 diarahkan ke produk tertentu dan layar search saya langsung bubar (harus cari/ketik ulang). Kalau lagi bete karena dua hal diatas, biasanya langsung tutup aplikasi dan pindah ke marketplace lain.",tidak ada opsi untuk mematikan video kalau lagi search sering tiba diarahkan ke produk tertentu dan layar search saya langsung bubar harus cari ketik ulang kalau lagi bete karena dua hal diatas biasanya langsung tutup aplikasi dan pindah ke marketplace lain,tidak ada opsi untuk mematikan video kalau lagi search sering tiba diarahkan ke produk tertentu dan layar search saya langsung bubar harus cari ketik ulang kalau lagi bete karena dua hal diatas biasanya langsung tutup aplikasi dan pindah ke marketplace lain,3,Netral,2026-04-15 00:53:00
"ak suka bgt klo shoping di shopee karena selalu ,mengutamakan kepuasan bgi customer,dan ga pernah ngecewain,bahkan pengembalian dana secepat itu ,bener2 kepuasan pembeli diutamakan,penjual 2 yg nakal or tipu2 nga bakal bisa di shopee the best lah pokoe no1 in my heart",ak suka bgt klo shoping di shopee karena selalu mengutamakan kepuasan bgi customer dan ga pernah ngecewain bahkan pengembalian dana secepat itu bener kepuasan pembeli diutamakan penjual yg nakal or tipu nga bakal bisa di shopee the best lah pokoe no in my heart,ak suka banget kalau shoping di shopee karena selalu mengutamakan kepuasan bgi customer dan tidak pernah ngecewain bahkan pengembalian dana secepat itu bener kepuasan pembeli diutamakan penjual yg nakal or tipu nga bakal bisa di shopee the best lah pokoe no in my heart,5,Positif,2026-04-15 00:52:36
bagus,bagus,bagus,5,Positif,2026-04-15 00:50:41
"pesanan saya kok dikembalikan, apk 💩 mending Tokopedia",pesanan saya kok dikembalikan apk mending tokopedia,pesanan saya kok dikembalikan apk mending tokopedia,1,Negatif,2026-04-15 00:45:05
puas aj si,puas aj si,puas saja si,5,Positif,2026-04-15 00:42:18
shopee sangat penting untuk belanja online,shopee sangat penting untuk belanja online,shopee sangat penting untuk belanja online,5,Positif,2026-04-15 00:41:37
recomended pertahankan,recomended pertahankan,recomended pertahankan,5,Positif,2026-04-15 00:33:57
tolong perbaiki sering loading,tolong perbaiki sering loading,tolong perbaiki sering loading,4,Positif,2026-04-15 00:32:48
ok,ok,ok,5,Positif,2026-04-15 00:32:39
"Bagus , semoga pihak Shopee lebih tambah gercep utk pengiriman barangnya.",bagus semoga pihak shopee lebih tambah gercep utk pengiriman barangnya,bagus semoga pihak shopee lebih tambah gercep untuk pengiriman barangnya,5,Positif,2026-04-15 00:31:51
realpict barang2 nya,realpict barang nya,realpict barang nya,5,Positif,2026-04-15 00:26:45
"ya, aplikasi buat belanja, banyak promo, pokonya aplikasi nya baguss. dan juga kadang ada event menarik dan games yang nantinya bisa ditukar sama koin shopee atau voucher promo.",ya aplikasi buat belanja banyak promo pokonya aplikasi nya baguss dan juga kadang ada event menarik dan games yang nantinya bisa ditukar sama koin shopee atau voucher promo,ya aplikasi untuk belanja banyak promosi/diskon pokonya aplikasi nya baguss dan juga kadang ada event menarik dan games yang nantinya bisa ditukar sama koin shopee atau kupon diskon promosi/diskon,5,Positif,2026-04-15 00:22:53
"Bagus banget Pokonya... saya suka, saya suka.. memudahkan berbelanja barang hingga barang yang sulit dicari, tapi disini tersedia.",bagus banget pokonya saya suka saya suka memudahkan berbelanja barang hingga barang yang sulit dicari tapi disini tersedia,bagus banget pokonya saya suka saya suka memudahkan berbelanja barang hingga barang yang sulit dicari tapi disini tersedia,5,Positif,2026-04-15 00:22:05
mantap,mantap,bagus/memuaskan,5,Positif,2026-04-15 00:21:29
Shoopee bagong.. tidak bisa menjinak kan pelanggan sangat Babi,shoopee bagong tidak bisa menjinak kan pelanggan sangat babi,shoopee bagong tidak bisa menjinak kan pelanggan sangat babi,1,Negatif,2026-04-15 00:19:47
"Udah ga ada gratis ongkir lagi skrng mah,",udah ga ada gratis ongkir lagi skrng mah,sudah tidak ada gratis ongkos kirim lagi skrng mah,5,Positif,2026-04-15 00:19:46
mantap belanja di shopee sangat memuaskan,mantap belanja di shopee sangat memuaskan,bagus/memuaskan belanja di shopee sangat memuaskan,5,Positif,2026-04-15 00:15:45
Selamat Pagi Aplikasi Shopee Indonesia 🙏 Telah Membantu Kemudahan Untuk Belanja Setiap Pengguna 🙏 Sukses Selalu Indonesia Lebih Maju 🙏❤🇲🇨,selamat pagi aplikasi shopee indonesia telah membantu kemudahan untuk belanja setiap pengguna sukses selalu indonesia lebih maju,selamat pagi aplikasi shopee indonesia telah membantu kemudahan untuk belanja setiap pengguna sukses selalu indonesia lebih maju,5,Positif,2026-04-15 00:14:24
oke bgt,oke bgt,oke banget,5,Positif,2026-04-15 00:13:28
"shopee apk plerr, knp sih setiap buka website apapun pasti muncul si shopee kintil ini",shopee apk plerr knp sih setiap buka website apapun pasti muncul si shopee kintil ini,shopee apk plerr knp partikel penegas setiap buka website apapun pasti muncul si shopee kintil ini,1,Negatif,2026-04-15 00:05:03
untuk saat ini saya belum ketemu kendala yg kurang memuaskan .semoga Seperi ini terus,untuk saat ini saya belum ketemu kendala yg kurang memuaskan semoga seperi ini terus,untuk saat ini saya belum ketemu kendala yg kurang memuaskan semoga seperi ini terus,5,Positif,2026-04-15 00:02:41
sangat baik dan membantu.meski Kadang ngeselin 🫰,sangat baik dan membantu meski kadang ngeselin,sangat baik dan membantu meski kadang menjengkelkan,5,Positif,2026-04-15 00:00:41
shopee sangat memuaskan,shopee sangat memuaskan,shopee sangat memuaskan,5,Positif,2026-04-14 23:58:27
bagus,bagus,bagus,5,Positif,2026-04-14 23:58:25
sangat membantu untuk belanja dgn mudah.,sangat membantu untuk belanja dgn mudah,sangat membantu untuk belanja dengan mudah,5,Positif,2026-04-14 23:56:59
sophee keren,sophee keren,sophee keren,5,Positif,2026-04-14 23:54:50
pesanan nya cepat dan barang nya bagus,pesanan nya cepat dan barang nya bagus,pesanan nya cepat dan barang nya bagus,5,Positif,2026-04-14 23:48:49
bagus banget apa aja ada semua di shopee dan sangat membantu,bagus banget apa aja ada semua di shopee dan sangat membantu,bagus banget apa saja ada semua di shopee dan sangat membantu,5,Positif,2026-04-14 23:48:16
Terimakasih banyak sangat bermanfaat 🫰🥰🥰,terimakasih banyak sangat bermanfaat,terimakasih banyak sangat bermanfaat,5,Positif,2026-04-14 23:46:07
barang lengkap&dikemas rapi. Sukses.,barang lengkap dikemas rapi sukses,barang lengkap dikemas rapi sukses,5,Positif,2026-04-14 23:43:26
sangat bagus,sangat bagus,sangat bagus,5,Positif,2026-04-14 23:40:00
"sangat kecewa udah 3 kali pakai spinjam nya, yg ke 3 nya kurang 4x pembayaran saya lunasi karna mau ambil lagi lg butuh duit kali. tapi setelah di lunasi malah gak bisa minjam lagi. sedang kan bayar ku slalu lancar. kadang kurang 2x pembayaran udah ku lunasi",sangat kecewa udah kali pakai spinjam nya yg ke nya kurang x pembayaran saya lunasi karna mau ambil lagi lg butuh duit kali tapi setelah di lunasi malah gak bisa minjam lagi sedang kan bayar ku slalu lancar kadang kurang x pembayaran udah ku lunasi,sangat kecewa sudah kali pakai spinjam nya yg ke nya kurang x pembayaran saya lunasi karena mau ambil lagi sedang/lagi butuh duit kali tapi setelah di lunasi malah tidak bisa minjam lagi sedang kan bayar ku slalu lancar kadang kurang x pembayaran sudah ku lunasi,1,Negatif,2026-04-14 23:39:14
mantap...,mantap,bagus/memuaskan,5,Positif,2026-04-14 23:35:28
baik,baik,baik,5,Positif,2026-04-14 23:31:10
pengiriman lama sampe berhari hari. estimasi pengiriman ga sesuai berubah setiap harinya begitu terus sampe sebulan mau balik dana jadi terkendala estimasi pengiriman.padahal jarak deket,pengiriman lama sampe berhari hari estimasi pengiriman ga sesuai berubah setiap harinya begitu terus sampe sebulan mau balik dana jadi terkendala estimasi pengiriman padahal jarak deket,pengiriman lama sampe berhari hari estimasi pengiriman tidak sesuai berubah setiap harinya begitu terus sampe sebulan mau balik dana jadi terkendala estimasi pengiriman padahal jarak deket,1,Negatif,2026-04-14 23:30:22
boleh la,boleh la,boleh la,5,Positif,2026-04-14 23:30:00
banyak pilihan dan murah,banyak pilihan dan murah,banyak pilihan dan murah,5,Positif,2026-04-14 23:29:48
Lambattt,lambattt,lambattt,1,Negatif,2026-04-14 23:28:27
ok,ok,ok,5,Positif,2026-04-14 23:26:41
baguss aku suka pisan,baguss aku suka pisan,baguss aku suka pisan,5,Positif,2026-04-14 23:22:48
ada apa dengan Shopee akhir akhir ini aket saya lebih dari 5 kali barang nya stuck dan juga hing pengiriman selalu melewati batas waktu estimasi,ada apa dengan shopee akhir akhir ini aket saya lebih dari kali barang nya stuck dan juga hing pengiriman selalu melewati batas waktu estimasi,ada apa dengan shopee akhir akhir ini aket saya lebih dari kali barang nya stuck dan juga hing pengiriman selalu melewati batas waktu estimasi,1,Negatif,2026-04-14 23:21:48
"Min sdah 4 kali sy bolak balik shopee tda bisa masuk, pesanan sy segera tiba trus shopee gak bisa masuk akun google atau lainnya",min sdah kali sy bolak balik shopee tda bisa masuk pesanan sy segera tiba trus shopee gak bisa masuk akun google atau lainnya,min sdah kali sy bolak balik shopee tda bisa masuk pesanan sy segera tiba trus shopee tidak bisa masuk akun google atau lainnya,3,Netral,2026-04-14 23:18:15
Mau pengembalian barang dan dana malah gak di jemput-jemput barangnya sampai waktu tunggu habis. Difollow up bolak-balik lewat CS gak ada hasil. INI CERITANYA SAYA DIPAKSA MENERIMA BARANG YANG TIDAK SESUAI APA BAGAIMANA?????,mau pengembalian barang dan dana malah gak di jemput jemput barangnya sampai waktu tunggu habis difollow up bolak balik lewat cs gak ada hasil ini ceritanya saya dipaksa menerima barang yang tidak sesuai apa bagaimana,mau pengembalian barang dan dana malah tidak di jemput jemput barangnya sampai waktu tunggu habis difollow up bolak balik lewat cs tidak ada hasil ini ceritanya saya dipaksa menerima barang yang tidak sesuai apa bagaimana,1,Negatif,2026-04-14 23:10:51
Selalu tepat waktu dan kurirnya baik2,selalu tepat waktu dan kurirnya baik,selalu tepat waktu dan kurirnya baik,5,Positif,2026-04-14 23:10:17
"selalu membela penjual,barang rusak tidak layak pakai,kita pembeli tidak bisa mengajukan pengembalian,saat mengajukan selalu di tolak,padahal bukti sudah jelas,buat kalian,gak usah deh beli di sini lagi,biar tutup sekalian ini aplikasi,sangat merugikan pembeli.",selalu membela penjual barang rusak tidak layak pakai kita pembeli tidak bisa mengajukan pengembalian saat mengajukan selalu di tolak padahal bukti sudah jelas buat kalian gak usah deh beli di sini lagi biar tutup sekalian ini aplikasi sangat merugikan pembeli,selalu membela penjual barang rusak tidak layak pakai kita pembeli tidak bisa mengajukan pengembalian saat mengajukan selalu di tolak padahal bukti sudah jelas untuk kalian tidak usah partikel penegas beli di sini lagi biar tutup sekalian ini aplikasi sangat merugikan pembeli,1,Negatif,2026-04-14 23:10:15
"kalau bisa, shopee food nya bisa pembayaran Qris soalnya jarang top up shopee seabank,mohon di update lagi min plisss..😅🙏",kalau bisa shopee food nya bisa pembayaran qris soalnya jarang top up shopee seabank mohon di update lagi min plisss,kalau bisa shopee food nya bisa pembayaran qris soalnya jarang top up shopee seabank mohon di update lagi min plisss,5,Positif,2026-04-14 23:08:52
bagus,bagus,bagus,5,Positif,2026-04-14 23:08:29
mantap,mantap,bagus/memuaskan,5,Positif,2026-04-14 23:07:44
sangat membantu,sangat membantu,sangat membantu,1,Negatif,2026-04-14 23:07:10
jangan mau belanja online di Shopee banyak toko sampah yang menipu dan di kirim barang palsu barang juga tidak bisa di lakukan pengembalian sangat mengecewakan mending cari online shop yang lain,jangan mau belanja online di shopee banyak toko sampah yang menipu dan di kirim barang palsu barang juga tidak bisa di lakukan pengembalian sangat mengecewakan mending cari online shop yang lain,jangan mau belanja online di shopee banyak toko sampah yang menipu dan di kirim barang palsu barang juga tidak bisa di lakukan pengembalian sangat mengecewakan mending cari online shop yang lain,1,Negatif,2026-04-14 23:05:11
bagus,bagus,bagus,5,Positif,2026-04-14 23:03:50
bagus,bagus,bagus,5,Positif,2026-04-14 23:03:28
harga barang stabil,harga barang stabil,harga barang stabil,5,Positif,2026-04-14 22:57:27
Sangat membantu,sangat membantu,sangat membantu,5,Positif,2026-04-14 22:56:33
baik,baik,baik,5,Positif,2026-04-14 22:49:24
"jangn apa apa iklan ke kau ya, buka wp ke kau teruz",jangn apa apa iklan ke kau ya buka wp ke kau teruz,jangn apa apa iklan ke kau ya buka wp ke kau teruz,1,Negatif,2026-04-14 22:46:32
ok,ok,ok,5,Positif,2026-04-14 22:46:08
Keren banget,keren banget,keren banget,5,Positif,2026-04-14 22:41:10
terdepan dunia online,terdepan dunia online,terdepan dunia online,5,Positif,2026-04-14 22:39:51
"pengiriman dari batam ke bintan tanjung uban yang hanya seberang pulau tidak bisa tidak ada opsi pengiriman tersedia, tokopedia saja bisa lewat pos Indonesia 👎🏻",pengiriman dari batam ke bintan tanjung uban yang hanya seberang pulau tidak bisa tidak ada opsi pengiriman tersedia tokopedia saja bisa lewat pos indonesia,pengiriman dari batam ke bintan tanjung uban yang hanya seberang pulau tidak bisa tidak ada opsi pengiriman tersedia tokopedia saja bisa lewat pos indonesia,1,Negatif,2026-04-14 22:39:05
