review,rating,tanggal
"katanya bisa cod malah tidak,dimana kurirnya sering ganti.jadi lama nyari alamat lg",5,2026-04-14 17:03:05
"aplikasi yang sudah sangat bagus buat pake belanja, namun kendalanya di aplikasi shopee ini, masalah pengirimannya sangat terlalu lama hingga bisa sampai memakan waktu 1 bulan lebih, banyak pesanan saya yang sudah 1bulan lebih, sampai sekarang belum juga sampai ketangan saya, kedepannya saya mohon buat pihak shopee perbaiki lagi masalah pengirimannya, akhir akhir ini pengiriman sudah sangat terlalu lama, mohon di utamakan masalah pengirimannya.",5,2026-04-14 17:02:27
"parah lu shopee , reguler sih di double in , kaga jelas. ,kecuali goceng tuh",1,2026-04-14 16:54:09
sangat membantu,5,2026-04-14 16:54:06
ok,5,2026-04-14 16:43:17
semenjak ada ini aku jadi ga stress,5,2026-04-14 16:43:02
"penipuannn .... beli shopee food kaya di paksa beli voucher deals , trus gua top up lagi masih kurang lagi ,gilaaa kacauuuu ... duit gua ludesss ..",1,2026-04-14 16:42:04
"Spaylater saya tidak bisa digunakan padahal tagihan gak pernah ada tunggakan dan limitnya lumayan tidak bisa dipakai, sudah hubungi CS berkali-kali sampai sekarang belum bisa digunakan, tolong bantuannya sudah tunggu 2 bulan belum ada tanda-tanda bisa digunakan kembali 😔",1,2026-04-14 16:37:27
semoga pelayanannya selalu bagus,5,2026-04-14 16:33:29
sy senank melihat beragam macam prodack,5,2026-04-14 16:29:22
belanja online dengan mudah dan murah,5,2026-04-14 16:27:03
"bagus sih bagus, tapi pls deh iklan nya ngeselin banget. setiap baca novel online slalu aja muncul bahkan saat sudah ku hapus di histori tetap muncul + ongkirnya mahal banget kalo di pulau Jawa. selalu aja disana ongkirnya murah",1,2026-04-14 16:26:00
teruntuk buat aplikasih shoppe hpus ajalah aplikasinya .frustasi saya menunggu pketku lama bgat dtangnya😣,2,2026-04-14 16:25:38
"jangan mau pesan paket di shopee,, masak paket belum diantar kurir,tiba2 paket ditolak pembeli,padahal saya tidak pernah menolak paket lagi dan lagi paket saya di tolak pembeli.padahal saya tidak pernah menolak paket saya....",1,2026-04-14 16:21:57
NANTI ULASAN LAGI KALO SUDAH AKTIF COD an gara2 cansel 1 x kurir gak bilang kalo itu bukan sendal trnyta terong akhrny cansel 2x barengan kna nonaktifkan COD shopi gak asikk,2,2026-04-14 16:21:11
bagus,5,2026-04-14 16:17:56
mantap,5,2026-04-14 16:16:32
puas,4,2026-04-14 16:12:31
"pihak shopee tolong iklannya di kurangi, kadang gak di pencet pun masuk sendiri ke aplikasinya, ini terlalu memaksa.",3,2026-04-14 16:09:22
👍,5,2026-04-14 16:05:56
sangat puas dan sangat membantu kami di daerah kepulauan polos desa.. terima kasih shopee.karena shopee selalu ada dihati.,5,2026-04-14 16:04:59
ga bisa berkata kata intinya jos ajaa,5,2026-04-14 16:04:16
maf kak ..kok saya komisi afiliet gak muncul muncul padahal udah selesai hampir seminggu ..mau ngadu pada pusat bantuan di shoppe tidak ada tampilan . ..mohon solusinya,4,2026-04-14 16:04:16
saya senang blanja di shopee,5,2026-04-14 16:00:53
waktunya uninstall udah ga ngotak sama umkm,1,2026-04-14 15:53:49
💝💝,5,2026-04-14 15:53:19
mantaap,5,2026-04-14 15:50:21
good,5,2026-04-14 15:49:18
"aplikasinya bagus sih tapi terlalu banyak bikin iklan di aplikasi yang lain, lagi buka aplikasi lain tiba tiba mental ke shopee muak banget",1,2026-04-14 15:48:33
kurangi iklan,4,2026-04-14 15:48:14
bagus sekali,5,2026-04-14 15:45:53
buka aplikasi yang mumcul video promosi... bikin jengkel dan brisik. jadi malas belanja di shopee,1,2026-04-14 15:44:59
terlalu banyak iklan di semua aplikasi,1,2026-04-14 15:40:02
shopee aja👍,5,2026-04-14 15:39:21
terbaik,5,2026-04-14 15:29:35
"iklan ganggu dimana-mana, aplikasi berat kebanyakan game",1,2026-04-14 15:24:39
keren,5,2026-04-14 15:17:25
"belanja dionline sebenernya lebih menguntungkan apalagi pakai shopee spaylater aq percaya sama shopee,kita blanja juga harus lebih teliti kwalitas pelan tapi pasti biar ngak kecewa .i love you shopee",5,2026-04-14 15:16:34
"tolong hentikan iklan² shopee di aplikasi lain, sangat mengganggu , auto kliker , jangan sampai orang-orang jadi benci dengan aplikasi shopee karna iklan shopee yg auto kliker,",1,2026-04-14 15:11:40
sangat puas,5,2026-04-14 15:07:57
karena iklan tidak bisa berhenti ketika saya sedang memakai hp,1,2026-04-14 15:06:53
bagus untuk soping,5,2026-04-14 15:04:09
proses pengembalian dana lama banget! makin jelek shopee!!!,1,2026-04-14 15:03:37
Oke buangeeeeetttt,5,2026-04-14 15:03:19
pembayaran lebih mudah,5,2026-04-14 14:58:12
makin mantap 👍,5,2026-04-14 14:56:42
Shopee returnya sulit banget. Sepertinya lebih berpihak ke seler. Konsumen yg dirugikan. Waktunya beralih marketplace lain,1,2026-04-14 14:56:13
kenapa kog spaylater gak bisa di buka,5,2026-04-14 14:52:21
Iklan agresif + misleading. Biarin sapa suruh bikin iklan ngeselin,1,2026-04-14 14:52:12
"aplikasi yg bagus, searching apa saja sangat mudah dan cepat, panduan jg mudah. mantap.",5,2026-04-14 14:51:09
"aplikasinya lama2 kayak scam.. tiap buka crome suka tiba2 di alihin ke shopee.. udah kayak bug aja., kualitas pengiklananya di perketat kek..",3,2026-04-14 14:50:57
Sopi tololl ga bisa cod semua,1,2026-04-14 14:46:32
luar biasa,5,2026-04-14 14:41:50
keren,5,2026-04-14 14:41:24
"berapa sya ajukan pemulihan akun Tdak pernah di tanggapi, sdah 1 tahun terakhir spaylater juga Tdak bisa digunakan ,kecewa berat",1,2026-04-14 14:39:15
bagus banget,4,2026-04-14 14:38:49
mantap,5,2026-04-14 14:38:26
"app favorit si inii, tapi sering ngelag klo liat live",5,2026-04-14 14:36:52
bagus bngt,4,2026-04-14 14:35:54
sangat baik balikan akun saya agar bisa cod,5,2026-04-14 14:35:27
"ga pernah retur setiap beli, tpi sekarg ga bisa buat COD lgi,,.. entah apa masalah nya,, setiap ditail yg di lihat kata nya karna sering retur, padahal ga pernah 😭",5,2026-04-14 14:34:46
Sangat membantu.,5,2026-04-14 14:29:06
Pelayanan sangat bagus,5,2026-04-14 14:28:05
"toko Casta, sayang ga benar, barang tidak bisa dipakai",5,2026-04-14 14:26:29
"ak ksih shoppe bintang 5 karna emg bagus si apk belanja online ini dripada yg lainnya,tapi kok skrg saya gabisa membeli barang di shopee ya??kenapa ya??semenjak saya ganti nomor WhatsApp dan ganti akun google malah gabisa beli,padahal sebelum nya aku bisa tu beli di shopee,jadinya skrg aku gabisa beli online lagi karna klo pake hp ibuk ku ak sering di marahin karna beli barang terus,kan klo di hp ku sendiri aku bisa ga dimarahin,tolong perbaiki ya shopee,namaku ORYNE,tolong perbaiki ya",5,2026-04-14 14:25:36
My newborn's room smells fresher now and I felt completely comfortable having him work around baby equipment and nursery items safely,5,2026-04-14 14:25:35
status paket tidak update sudah beberapa hari masih disitu² aja kita ngk tau paket kita udah sampe mana. nanti tiba² aja paket nya sudah sampe depan rumah. sedangkan kita posisi tidak dirumah dan akhirnya ke return otomatis. Karena posisi paket tidak bisa di lacak. tidak seperti J&T setiap hari selalu terupdate posisi sudah sampai mana. SPX tidak update dan sampai nya juga lama. Tolong di perbaiki ya boss. Setiap harinya di update terus seperti J&T terima kasih,5,2026-04-14 14:24:00
mantap,5,2026-04-14 14:23:11
"tempat belanja termurah, ter update ter lengkappp.. okeee bngettt .",5,2026-04-14 14:22:53
sangat bagus kk tapi kok harga nya beda ya ak punya dua handphone,5,2026-04-14 14:22:06
sangat puas ok.barang nya bagus.,5,2026-04-14 14:21:52
good apk,5,2026-04-14 14:18:21
mantap sata sudah lama penguna shopeeee,5,2026-04-14 14:17:10
"hati pakai shopee ini pengembalian barang dan dana gak jelas,kurir spx nya juga gak jelas,hati hati,klo cod cek dulu nanti pengembalian dipersulit",1,2026-04-14 14:15:59
suka bgt,5,2026-04-14 14:15:07
"sangat baik belanja di shopeeeee,Jan lupa banyakin fre ongkir lagi ya🤣",5,2026-04-14 14:13:17
"puas banget, amanah",5,2026-04-14 14:10:20
seru,5,2026-04-14 14:08:47
kurir profesional dan ramah 🙏👍,5,2026-04-14 14:07:00
Ok,5,2026-04-14 14:06:52
"dr semua apk jual beli,, saya paling suka shopee d banding yg lain,, tp mungkin sebentar lg mw berpisah sama shopee,, terima kasih shopee selama ini sy selalu membeli semua yg sy butuhkan d shopee,, terima kasih jg voucer"" ny,, segala kemudahan ny,, terima kasih,,",5,2026-04-14 14:05:36
"pengiriman cepat,kurir nya ramah ,.....terimakasih shopee",5,2026-04-14 13:59:53
mantap pokok nya,5,2026-04-14 13:59:14
terjamin segala transaksi,5,2026-04-14 13:58:14
aplikasi ini sangat fleksibel untuk berbelanja,5,2026-04-14 13:56:54
murah meriah barang nya,5,2026-04-14 13:55:25
"aku penggune shope, tetapi saat membuka apk lain banyak iklan shope yang sangat mengganggu dan harus nunggu lama kalo mau skip iklannya, tolong ya min itu dikurangin deh iklan shopenya",3,2026-04-14 13:55:18
cukup memenuhi syarat sebagai aplikasi launcher,5,2026-04-14 13:54:21
udah ini terakhir pakai apk Shopee pengiriman telat mulu paket sering gak gerak gerak bahkan sampe 5 hari gaada perubahan status 😒😒 enakan pesan di tiktok,1,2026-04-14 13:53:53
shope gak jelas gak sesuai harapan yang di tentukan,1,2026-04-14 13:51:35
banyak bebas ongkir nya,5,2026-04-14 13:50:40
cepet,5,2026-04-14 13:48:15
good job,5,2026-04-14 13:46:18
hati hati banyak penipuan,1,2026-04-14 13:46:12
sekarang kalo mau ngajuin pengembalian barang upload video nya lama terus sering ngeleg.,3,2026-04-14 13:44:23
"recomendasi, potongan harga buat saya belanja banyak. Terima kasih ya👍",5,2026-04-14 13:41:11
sangat puas,5,2026-04-14 13:39:43
bisa Kurir SPX gambut Kalsel atas nama Malik pecat saja. itu kurir bermasalah dan ga berguna. paket saya ga pernah sampai rumah. saya terus yang ngambil ke kantor SPXnya.,3,2026-04-14 13:39:04
spx ekspedisi paling lelet🔥,1,2026-04-14 13:37:17
"KENAPA SHOPEEFOOD METODE PEMBAYARAN SHOPEEPAY NYA GA ADA PIN NYA?? HARUSNYA DIADAIN POLA/ PIN/SANDI BIAR GADA RESIKO KEPENCET LALU TERLANJUR ORDER & GABISA BATALIN ORDERAN??!! Apalagi menu batalinnya cuma beberapa detik aja, kalo gitu mah merugikan sebelah pihak!!!!",1,2026-04-14 13:35:30
ok,5,2026-04-14 13:34:15
jelek tida sesuatu dengan barang yg di pesan,1,2026-04-14 13:34:10
ok,5,2026-04-14 13:32:54
baguss juga sih tapi kenapa punya gaada gratis ongkir nya atau karna saya ni orang Aceh jauh jadi gara gara itu gaada gratis ongkir nya,5,2026-04-14 13:29:51
"Shopee benar-benar jadi salah satu platform belanja online favorit saya. Aplikasinya mudah digunakan, pilihan produknya sangat lengkap, dan sering ada promo menarik seperti gratis ongkir serta diskon besar. Proses pembayaran juga fleksibel dan aman, mulai dari transfer bank hingga e-wallet. Selain itu, pengiriman relatif cepat dan fitur pelacakan pesanan sangat membantu. Layanan pelanggan Shopee juga responsif ketika ada kendala. Overall, pengalaman belanja di Shopee sangat praktis dan memuaskan",5,2026-04-14 13:27:56
cukup puas,5,2026-04-14 13:27:47
kok masukan metode pembayaran tak bisa..,5,2026-04-14 13:27:06
"Sudah jelas pakai aplikasi resmi, tdi d baca sistem pakai yang bajakan ...",1,2026-04-14 13:26:27
terbaik,5,2026-04-14 13:24:48
Keren lah shopee matap juGa,5,2026-04-14 13:23:52
Sangat sangat gaksuka sekarang udah aku perbarui lelet nya mintaampun mana pihak aplikasi tolong diperbaiki dilunya bagus sekarang gaklagi,5,2026-04-14 13:23:40
"kecewa berat aku, alamat dah bener dan dah sesuai masih aja salah, apalagi kurir nya, bukan nya bertanya sama orang orang sekitar, udah di benerin nomor HP sama alamat pun masih nyasar aja tu kurir",1,2026-04-14 13:23:26
bsgus,4,2026-04-14 13:22:14
very good,5,2026-04-14 13:21:21
ok,5,2026-04-14 13:19:41
iklannya maksa bgt,1,2026-04-14 13:19:27
"Ongkir paling murah,harga lumayan miring dari yg lain nya dan sangat cepat pengirimannya",5,2026-04-14 13:19:22
mudah mebeli barang baguss,5,2026-04-14 13:19:08
"ganggu, iklan dimanamana",1,2026-04-14 13:18:54
good,5,2026-04-14 13:16:47
belanja cukup dari rumah aja.,5,2026-04-14 13:16:13
kurir berbohong tidak mengirimkan pesanan ke lokasi dengan memberikan bukti foto rumah orang lain dengan alasan pemesan tidak ada di rumah sedangkan pemesan menunggu seharian paket tersebut karena akan dibawa pulang kampung,1,2026-04-14 13:11:58
"Sangat buruk, kurir tidak bisa menemukan nomor customer padahal nomornya sudah sesuai, menyusahkan kurir dan customer",1,2026-04-14 13:11:34
mantap,5,2026-04-14 13:09:45
"tanpa ada angin dan hujan tiba-tiba saya kena tagihan Spinjam, sudah 6 bulan saya terus di tagih sampai belasan kali sehari saya di telfon dengan nomor yang berbeda-beda. sudah mencoba hubungi CS tapi responnya cuma AI. dasar aplikasi anj*Ng. orang gak pernah minjam malah kena tagihan pinjaman. semoga cepat bangkrut. amin",1,2026-04-14 13:08:06
sangat bisa di percaya dan diandalkan,5,2026-04-14 13:07:20
"sekarang biaya penanganan, dan biaya layanan terlalu memberatkan, di hitung sama harga produk sama aja beli di toko biasa ga ada beda nya",3,2026-04-14 13:07:12
Bagus dan Menolong Banget Keuangan Saya,5,2026-04-14 13:04:45
"aplikasinya sih ok ... cuma tiba² dapet chat wa dari kurir yang mau kirim paket katanya paketnya dibatalkan karena nomor resinya beda ... padahal udah di bayar tapi kata kurir,paketnya COD ... terus juga costumer service nya berbelit² ... ga jelas ... ya udah kalo emang duitnya ga bisa dibalikin gpp ... eh .. akun gue di blokir dong .. padahal yang salah sono .. ya udah gue juga jadi males mau belanja disini ...",2,2026-04-14 13:04:39
makin kesini makin aneh masa verifikasi umur harus lewat spaylater 😂😂😂,1,2026-04-14 13:03:56
fitur reply AI bot sama sekali tidak membantu saya sebagai pembeli. Kalau sampai menggunakan kolom chat berarti perlu komunikasi langsung dengan seller bukan bot menyebalkan banyak omong so tau itu🙂,1,2026-04-14 13:02:01
"Shope skrng pengiriman nya sngt lambat, paket saya berminggu"" stuck tidak ad perubahan... Bukan cuma satu paket tapi 6 paket, ad apa dngn pengiriman ke daerah kalimantan selatan sehingga bgtu trlambat estimasi nya ?? Dan parah nya tnggl estimasi garansi keterlambatan nya bisa berubah ubah itupun skrng konpensasinya berupa voucher yg hnya dpt di gunakan selama sehari kalau tidak hangus, tdk sperti dlu berbentuk koin, tdk ad keuntungan untuk pembeli yg ad rugi. Tolong lah di perbaiki !!",1,2026-04-14 13:01:57
kurang jelas gk baik apk nya,1,2026-04-14 13:01:45
baru gabung semoga kedepannya semakin ok harga barang terjangkau tapi berkualitas,5,2026-04-14 13:01:36
banyak discount dan banyak kejutan pokoknya dari shopee terbaik lahh sukses selalu,5,2026-04-14 13:01:35
hallo min saya mau komplain ni saya sering belanja d shoope pembayaran gak pernah telat kenapa limit spaylatter saya kok cuman 300 aja gak nambah2 cmna saya mau beli barang yg saya inginkan tlong lah min d tambah limit saya,1,2026-04-14 13:01:23
"kok saat ingin mosting video nya mb nya di batasi padahal kan itu penting untuk menyampaikan pendapat sang pembeli , kalo masih begini masih jelek ini tolong di perbaiki lagi biar Maxxx siman",1,2026-04-14 12:59:45
"bagaimana bisa data lengkap alamat saya bocor ke orang yg tidak dikenal, bagaimana bentuk tgg jawab shopee,apa perlu di laporkan?",2,2026-04-14 12:58:57
banyak yang reil... (cocok),5,2026-04-14 12:57:19
"saya suka pakai aplikasi ini,dan juga kalau belanja disini pasti selalu memakai metode pembayaran COD...tapi belakangan ini cod nggak bisa di pakai kenapa??",5,2026-04-14 12:57:17
lagi asyik buka google pasti shopee selalu nongol bikin emosi aja,2,2026-04-14 12:57:11
hadeh knp si ni shopee skrg susah bgt pindah akun,3,2026-04-14 12:55:53
sangat membantu bagi yg suka belanja tanpa ribet tinggal liat BRG br bayar,5,2026-04-14 12:55:11
"sangat memuaskan pelayanan nya,sukses selalu buat shopee terima kasih.",5,2026-04-14 12:54:55
"tokonya pada amanah,pengiriman tepat waktu,kurirnya pd baik...responya cepat",5,2026-04-14 12:53:07
"Ada peningkatan untuk pengiriman, dulu pesan hari ini besok udah sampai, sekarang jadi 3 hari, mantap semakin lama",1,2026-04-14 12:51:00
"Tolong dong buat fitur di shopeefood untuk pembatalan pesanan gak harus sampai 12/20 menit, gimana kalau ada customer mau ganti pesanan atau tidak jadi beli. Soalnya tiap beli makanan shopeefood itu terkendala nya di fitur pembatalan pesanan nya itu yang agak lama nunggunya. Jadi sering susah kalau mau membatalkan pesanannya😔😔",1,2026-04-14 12:49:12
mantap poko ya,5,2026-04-14 12:48:26
sudah lah tutup saja kantor spx yang lama kirim barang yang selalu paket harus ambil kekantor spx dan belum di kirim ke kita paket lewat tanggal estimasi malah di return tolong shopee di tingkat kan lagi kinerja anda. karena kami bayar pake uang bukan daun oke. jujur pelayanan shopee kurang tegas kepada pekerja pengiriman barang,2,2026-04-14 12:47:35
"BAGUS BANGETTT, tbh aku suka banget sama apk ini ><. banyak disc dan pengiriman selalu sat settt 😜🤞🏻, saran ku kalian kalo mau belanja online di apk oren ini aja siiiihh! di jamin ketagihan co🤤🤤👈🏻",5,2026-04-14 12:45:05
puas banget blanja d shopy..brang y bagus² sesuai dgn gambar&deskripsi y,5,2026-04-14 12:44:46
shopy memudahkan masyarakat berbelanja dgn harga terjangkau dn murah....semoga ke depannya shopy suatu satlaat menjadi Bomerang bagi masyarakat ekonomi lemah👍,5,2026-04-14 12:41:40
sangat puas,5,2026-04-14 12:41:13
sangat bagus aplikasi shopee buat belanja,5,2026-04-14 12:40:10
"mantap , selama ini aku selalu pesan atau belanja tetap pada amanah ,",5,2026-04-14 12:39:42
"tidak memuaskan jir, masak baru login ga bisa cek out pakek vocer najis",1,2026-04-14 12:36:27
selama ini hanya shopee yg terbaik,5,2026-04-14 12:33:52
bagus,5,2026-04-14 12:32:35
good,5,2026-04-14 12:31:49
bagus,5,2026-04-14 12:30:11
aplikasi makin ngk jelas sekarang ngk konsisten pengiriman barang lama muter2 ngk jelas,1,2026-04-14 12:29:45
"Penggunaan lebih dari 9 tahun, sangat memudahkan dalam belanja",5,2026-04-14 12:28:50
"Kekurangan Shopee (Pengiriman Paket) Salah satu kekurangan yang sering dirasakan pengguna Shopee adalah lamanya waktu pengiriman paket. Tidak jarang paket tertahan cukup lama di gudang atau dalam proses transit tanpa kejelasan yang cepat. Hal ini membuat pembeli merasa tidak nyaman dan khawatir terhadap barang yang dipesan. Seharusnya, proses pengiriman bisa dilakukan lebih cepat dan efisien tanpa penundaan yang tidak perlu. Pihak layanan diharapkan dapat meningkatkan kinerja distribusi agar",1,2026-04-14 12:28:47
"saya pengguna Lama di shoope saya Ngajuin Buat Aktifin paylater , Saya punya tagihan yang jatuh tempo ,Saya ngerasa salah Tapi sesudah jatuh tempo itu saya lunasin semua nya Sampai Yang Masi jauh Dari tagihan Saya Pun saya sudah lunasin,Sampai semua nya beres . tapi Sampai hari Ini udah berbulan bulan kayak nya hampir setahun Paylater saya Di bekukan. kecewa banget 😓😓😓",1,2026-04-14 12:28:32
